split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path,reasons
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,3,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar003.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar003.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar003.json,context_dependent_simile
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,4,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar004.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar004.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar004.json,context_dependent_simile
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,6,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar006.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar006.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar006.json,context_dependent_simile
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,7,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar007.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar007.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar007.json,context_dependent_simile
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,8,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar008.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar008.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar008.json,context_dependent_simile
train,Grade 3_Don't wanna fight full song,Grade 3_Don't wanna fight full song,gp5,ml/data/reflow_gp5/Grade 3_Don't wanna fight full song.gp5,17,ml/data/dataset/images/Grade 3_Don't wanna fight full song_bar017.png,ml/data/dataset/labels/Grade 3_Don't wanna fight full song_bar017.json,ml/data/labels/Grade 3_Don't wanna fight full song_bar017.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,9,ml/data/dataset/images/Grade 3_standard_bar009.png,ml/data/dataset/labels/Grade 3_standard_bar009.json,ml/data/labels/Grade 3_standard_bar009.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,10,ml/data/dataset/images/Grade 3_standard_bar010.png,ml/data/dataset/labels/Grade 3_standard_bar010.json,ml/data/labels/Grade 3_standard_bar010.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,19,ml/data/dataset/images/Grade 3_standard_bar019.png,ml/data/dataset/labels/Grade 3_standard_bar019.json,ml/data/labels/Grade 3_standard_bar019.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,20,ml/data/dataset/images/Grade 3_standard_bar020.png,ml/data/dataset/labels/Grade 3_standard_bar020.json,ml/data/labels/Grade 3_standard_bar020.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,21,ml/data/dataset/images/Grade 3_standard_bar021.png,ml/data/dataset/labels/Grade 3_standard_bar021.json,ml/data/labels/Grade 3_standard_bar021.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,22,ml/data/dataset/images/Grade 3_standard_bar022.png,ml/data/dataset/labels/Grade 3_standard_bar022.json,ml/data/labels/Grade 3_standard_bar022.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,23,ml/data/dataset/images/Grade 3_standard_bar023.png,ml/data/dataset/labels/Grade 3_standard_bar023.json,ml/data/labels/Grade 3_standard_bar023.json,context_dependent_simile
train,Grade 3_standard,Grade 3_standard,gp5,ml/data/reflow_gp5/Grade 3_standard.gp5,24,ml/data/dataset/images/Grade 3_standard_bar024.png,ml/data/dataset/labels/Grade 3_standard_bar024.json,ml/data/labels/Grade 3_standard_bar024.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,1,ml/data/dataset/images/Grade 3_sweet child o mine_bar001.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar001.json,ml/data/labels/Grade 3_sweet child o mine_bar001.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,2,ml/data/dataset/images/Grade 3_sweet child o mine_bar002.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar002.json,ml/data/labels/Grade 3_sweet child o mine_bar002.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,3,ml/data/dataset/images/Grade 3_sweet child o mine_bar003.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar003.json,ml/data/labels/Grade 3_sweet child o mine_bar003.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,4,ml/data/dataset/images/Grade 3_sweet child o mine_bar004.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar004.json,ml/data/labels/Grade 3_sweet child o mine_bar004.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,5,ml/data/dataset/images/Grade 3_sweet child o mine_bar005.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar005.json,ml/data/labels/Grade 3_sweet child o mine_bar005.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,6,ml/data/dataset/images/Grade 3_sweet child o mine_bar006.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar006.json,ml/data/labels/Grade 3_sweet child o mine_bar006.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,7,ml/data/dataset/images/Grade 3_sweet child o mine_bar007.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar007.json,ml/data/labels/Grade 3_sweet child o mine_bar007.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,8,ml/data/dataset/images/Grade 3_sweet child o mine_bar008.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar008.json,ml/data/labels/Grade 3_sweet child o mine_bar008.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,19,ml/data/dataset/images/Grade 3_sweet child o mine_bar019.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar019.json,ml/data/labels/Grade 3_sweet child o mine_bar019.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,20,ml/data/dataset/images/Grade 3_sweet child o mine_bar020.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar020.json,ml/data/labels/Grade 3_sweet child o mine_bar020.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,21,ml/data/dataset/images/Grade 3_sweet child o mine_bar021.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar021.json,ml/data/labels/Grade 3_sweet child o mine_bar021.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,22,ml/data/dataset/images/Grade 3_sweet child o mine_bar022.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar022.json,ml/data/labels/Grade 3_sweet child o mine_bar022.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,23,ml/data/dataset/images/Grade 3_sweet child o mine_bar023.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar023.json,ml/data/labels/Grade 3_sweet child o mine_bar023.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,30,ml/data/dataset/images/Grade 3_sweet child o mine_bar030.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar030.json,ml/data/labels/Grade 3_sweet child o mine_bar030.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,34,ml/data/dataset/images/Grade 3_sweet child o mine_bar034.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar034.json,ml/data/labels/Grade 3_sweet child o mine_bar034.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,47,ml/data/dataset/images/Grade 3_sweet child o mine_bar047.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar047.json,ml/data/labels/Grade 3_sweet child o mine_bar047.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,48,ml/data/dataset/images/Grade 3_sweet child o mine_bar048.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar048.json,ml/data/labels/Grade 3_sweet child o mine_bar048.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,49,ml/data/dataset/images/Grade 3_sweet child o mine_bar049.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar049.json,ml/data/labels/Grade 3_sweet child o mine_bar049.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,50,ml/data/dataset/images/Grade 3_sweet child o mine_bar050.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar050.json,ml/data/labels/Grade 3_sweet child o mine_bar050.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,51,ml/data/dataset/images/Grade 3_sweet child o mine_bar051.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar051.json,ml/data/labels/Grade 3_sweet child o mine_bar051.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,62,ml/data/dataset/images/Grade 3_sweet child o mine_bar062.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar062.json,ml/data/labels/Grade 3_sweet child o mine_bar062.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,66,ml/data/dataset/images/Grade 3_sweet child o mine_bar066.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar066.json,ml/data/labels/Grade 3_sweet child o mine_bar066.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,78,ml/data/dataset/images/Grade 3_sweet child o mine_bar078.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar078.json,ml/data/labels/Grade 3_sweet child o mine_bar078.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,79,ml/data/dataset/images/Grade 3_sweet child o mine_bar079.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar079.json,ml/data/labels/Grade 3_sweet child o mine_bar079.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,82,ml/data/dataset/images/Grade 3_sweet child o mine_bar082.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar082.json,ml/data/labels/Grade 3_sweet child o mine_bar082.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,83,ml/data/dataset/images/Grade 3_sweet child o mine_bar083.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar083.json,ml/data/labels/Grade 3_sweet child o mine_bar083.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,86,ml/data/dataset/images/Grade 3_sweet child o mine_bar086.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar086.json,ml/data/labels/Grade 3_sweet child o mine_bar086.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,87,ml/data/dataset/images/Grade 3_sweet child o mine_bar087.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar087.json,ml/data/labels/Grade 3_sweet child o mine_bar087.json,context_dependent_simile
train,Grade 3_sweet child o mine,Grade 3_sweet child o mine,gp5,ml/data/reflow_gp5/Grade 3_sweet child o mine.gp5,88,ml/data/dataset/images/Grade 3_sweet child o mine_bar088.png,ml/data/dataset/labels/Grade 3_sweet child o mine_bar088.json,ml/data/labels/Grade 3_sweet child o mine_bar088.json,unsupported_duration
train,Grade 4 ear test_fill-in 1,Grade 4 ear test_fill-in 1,gp5,ml/data/reflow_gp5/Grade 4 ear test_fill-in 1.gp5,7,ml/data/dataset/images/Grade 4 ear test_fill-in 1_bar007.png,ml/data/dataset/labels/Grade 4 ear test_fill-in 1_bar007.json,ml/data/labels/Grade 4 ear test_fill-in 1_bar007.json,context_dependent_simile
train,Grade 4 ear test_groove 3,Grade 4 ear test_groove 3,gp5,ml/data/reflow_gp5/Grade 4 ear test_groove 3.gp5,7,ml/data/dataset/images/Grade 4 ear test_groove 3_bar007.png,ml/data/dataset/labels/Grade 4 ear test_groove 3_bar007.json,ml/data/labels/Grade 4 ear test_groove 3_bar007.json,context_dependent_simile
train,Grade 4 ear test_s,Grade 4 ear test_s,gp5,ml/data/reflow_gp5/Grade 4 ear test_s.gp5,2,ml/data/dataset/images/Grade 4 ear test_s_bar002.png,ml/data/dataset/labels/Grade 4 ear test_s_bar002.json,ml/data/labels/Grade 4 ear test_s_bar002.json,context_dependent_simile
train,Grade 4 ear test_s,Grade 4 ear test_s,gp5,ml/data/reflow_gp5/Grade 4 ear test_s.gp5,3,ml/data/dataset/images/Grade 4 ear test_s_bar003.png,ml/data/dataset/labels/Grade 4 ear test_s_bar003.json,ml/data/labels/Grade 4 ear test_s_bar003.json,context_dependent_simile
train,Grade 4 ear test_s,Grade 4 ear test_s,gp5,ml/data/reflow_gp5/Grade 4 ear test_s.gp5,4,ml/data/dataset/images/Grade 4 ear test_s_bar004.png,ml/data/dataset/labels/Grade 4 ear test_s_bar004.json,ml/data/labels/Grade 4 ear test_s_bar004.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,30,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar030.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar030.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar030.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,31,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar031.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar031.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar031.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,32,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar032.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar032.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar032.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,37,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar037.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar037.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar037.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,45,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar045.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar045.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar045.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,48,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar048.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar048.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar048.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,51,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar051.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar051.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar051.json,context_dependent_simile
train,Grade 4 rock school_Cold Pants,Grade 4 rock school_Cold Pants,gp5,ml/data/reflow_gp5/Grade 4 rock school_Cold Pants.gp5,52,ml/data/dataset/images/Grade 4 rock school_Cold Pants_bar052.png,ml/data/dataset/labels/Grade 4 rock school_Cold Pants_bar052.json,ml/data/labels/Grade 4 rock school_Cold Pants_bar052.json,context_dependent_simile
train,Grade 4 rock school_Let's Dance,Grade 4 rock school_Let's Dance,gp5,ml/data/reflow_gp5/Grade 4 rock school_Let's Dance.gp5,52,ml/data/dataset/images/Grade 4 rock school_Let's Dance_bar052.png,ml/data/dataset/labels/Grade 4 rock school_Let's Dance_bar052.json,ml/data/labels/Grade 4 rock school_Let's Dance_bar052.json,context_dependent_simile
train,Grade 4 rock school_Let's Dance,Grade 4 rock school_Let's Dance,gp5,ml/data/reflow_gp5/Grade 4 rock school_Let's Dance.gp5,53,ml/data/dataset/images/Grade 4 rock school_Let's Dance_bar053.png,ml/data/dataset/labels/Grade 4 rock school_Let's Dance_bar053.json,ml/data/labels/Grade 4 rock school_Let's Dance_bar053.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,28,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar028.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar028.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar028.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,29,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar029.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar029.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar029.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,30,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar030.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar030.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar030.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,31,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar031.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar031.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar031.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,32,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar032.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar032.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar032.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,33,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar033.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar033.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar033.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,34,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar034.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar034.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar034.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,53,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar053.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar053.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar053.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,54,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar054.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar054.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar054.json,context_dependent_simile
train,Grade 4 rock school_Noisy Neighbour,Grade 4 rock school_Noisy Neighbour,gp5,ml/data/reflow_gp5/Grade 4 rock school_Noisy Neighbour.gp5,55,ml/data/dataset/images/Grade 4 rock school_Noisy Neighbour_bar055.png,ml/data/dataset/labels/Grade 4 rock school_Noisy Neighbour_bar055.json,ml/data/labels/Grade 4 rock school_Noisy Neighbour_bar055.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,25,ml/data/dataset/images/Grade 4 rock school_Respect_bar025.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar025.json,ml/data/labels/Grade 4 rock school_Respect_bar025.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,26,ml/data/dataset/images/Grade 4 rock school_Respect_bar026.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar026.json,ml/data/labels/Grade 4 rock school_Respect_bar026.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,27,ml/data/dataset/images/Grade 4 rock school_Respect_bar027.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar027.json,ml/data/labels/Grade 4 rock school_Respect_bar027.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,28,ml/data/dataset/images/Grade 4 rock school_Respect_bar028.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar028.json,ml/data/labels/Grade 4 rock school_Respect_bar028.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,29,ml/data/dataset/images/Grade 4 rock school_Respect_bar029.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar029.json,ml/data/labels/Grade 4 rock school_Respect_bar029.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,30,ml/data/dataset/images/Grade 4 rock school_Respect_bar030.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar030.json,ml/data/labels/Grade 4 rock school_Respect_bar030.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,31,ml/data/dataset/images/Grade 4 rock school_Respect_bar031.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar031.json,ml/data/labels/Grade 4 rock school_Respect_bar031.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,32,ml/data/dataset/images/Grade 4 rock school_Respect_bar032.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar032.json,ml/data/labels/Grade 4 rock school_Respect_bar032.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,33,ml/data/dataset/images/Grade 4 rock school_Respect_bar033.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar033.json,ml/data/labels/Grade 4 rock school_Respect_bar033.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,40,ml/data/dataset/images/Grade 4 rock school_Respect_bar040.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar040.json,ml/data/labels/Grade 4 rock school_Respect_bar040.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,41,ml/data/dataset/images/Grade 4 rock school_Respect_bar041.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar041.json,ml/data/labels/Grade 4 rock school_Respect_bar041.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,42,ml/data/dataset/images/Grade 4 rock school_Respect_bar042.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar042.json,ml/data/labels/Grade 4 rock school_Respect_bar042.json,context_dependent_simile
train,Grade 4 rock school_Respect,Grade 4 rock school_Respect,gp5,ml/data/reflow_gp5/Grade 4 rock school_Respect.gp5,43,ml/data/dataset/images/Grade 4 rock school_Respect_bar043.png,ml/data/dataset/labels/Grade 4 rock school_Respect_bar043.json,ml/data/labels/Grade 4 rock school_Respect_bar043.json,context_dependent_simile
